858,hsa-mir-130b,0,wound healing,HMDD,36948039
718,hsa-mir-142,13,malaria,HMDD,36941394
2257,hsa-mir-223,13,malaria,HMDD,36941394
1973,hsa-mir-34a,14,alzheimer disease,HMDD,36941055
621,hsa-mir-146a,14,alzheimer disease,HMDD,36941055
460,hsa-mir-15a,14,alzheimer disease,HMDD,36941055
411,hsa-mir-188,15,atherosclerosis,HMDD,36940068
2790,hsa-mir-210,16,triple negative breast neoplasms,HMDD,36939902
621,hsa-mir-146a,17,urinary bladder neoplasms,HMDD,36939397
355,hsa-mir-29a,18,colorectal neoplasms,HMDD,36939367
433,hsa-mir-140,19,ovarian neoplasms,HMDD,36939239
1724,hsa-mir-20a,10,breast neoplasms,HMDD,36938678
499,hsa-mir-1281,20,depression,HMDD,36938448
755,hsa-mir-490,21,renal fibrosis,HMDD,36937888
1948,hsa-mir-23a,22,"pulmonary disease, chronic obstructive",HMDD,36937804
2556,hsa-mir-205,23,alopecia areata,HMDD,36937162
843,hsa-mir-421,12,osteoarthritis,HMDD,36935520
287,hsa-mir-28,24,lung neoplasms,HMDD,36934373
711,hsa-mir-107,3,"carcinoma, non-small-cell lung",HMDD,36934264
212,hsa-mir-663a,25,diabetic nephropathies,HMDD,36934129
921,hsa-mir-139,26,thyroid neoplasms,HMDD,36933170
1131,hsa-mir-15b,27,glioblastoma,HMDD,36932454
696,hsa-mir-487b,28,glioma,HMDD,36932446
430,hsa-mir-127,29,"carcinoma, hepatocellular",HMDD,36932387
810,hsa-mir-202,15,atherosclerosis,HMDD,36931409
718,hsa-mir-142,30,polycystic ovary syndrome,HMDD,36931262
258,hsa-mir-598,30,polycystic ovary syndrome,HMDD,36931262
859,hsa-mir-200b,29,"carcinoma, hepatocellular",HMDD,36930410
2366,hsa-mir-17,31,tuberculosis,HMDD,36930090
549,hsa-mir-2355,31,tuberculosis,HMDD,36930090
1126,hsa-mir-106a,31,tuberculosis,HMDD,36930090
1521,hsa-mir-455,32,nasopharyngeal carcinoma,HMDD,36929868
621,hsa-mir-146a,33,"diabetes, gestational",HMDD,36929799
2922,hsa-mir-513b,34,prostatic neoplasms,HMDD,36929708
718,hsa-mir-142,32,nasopharyngeal carcinoma,HMDD,36929702
1973,hsa-mir-34a,18,colorectal neoplasms,HMDD,36929422
1092,hsa-mir-145,35,squamous cell carcinoma of head and neck,HMDD,36928742
364,hsa-mir-409,29,"carcinoma, hepatocellular",HMDD,36927769
921,hsa-mir-139,36,myocardial infarction,HMDD,36927608
1973,hsa-mir-34a,37,ischemic stroke,HMDD,36926729
1865,hsa-mir-27a,38,bronchiolitis obliterans syndrome,HMDD,36925075
2257,hsa-mir-223,39,"rhinitis, allergic",HMDD,36924565
2715,hsa-mir-155,40,sepsis,HMDD,36923408
2768,hsa-mir-4488,41,non-alcoholic fatty liver disease,HMDD,36923095
2109,hsa-mir-484,29,"carcinoma, hepatocellular",HMDD,36922872
1028,hsa-mir-1236,19,ovarian neoplasms,HMDD,36922713
406,hsa-mir-873,18,colorectal neoplasms,HMDD,36920708
755,hsa-mir-490,5,neuroblastoma,HMDD,36920626
430,hsa-mir-127,10,breast neoplasms,HMDD,36920269
2726,hsa-mir-637,29,"carcinoma, hepatocellular",HMDD,36920046
325,hsa-mir-193a,18,colorectal neoplasms,HMDD,36920044
355,hsa-mir-29a,42,cerebral hemorrhage,HMDD,36919939
645,hsa-mir-182,43,"cicatrix, hypertrophic",HMDD,36919011
1092,hsa-mir-145,18,colorectal neoplasms,HMDD,36918702
355,hsa-mir-29a,18,colorectal neoplasms,HMDD,36918702
279,hsa-mir-1224,44,keloid,HMDD,36918335
985,hsa-mir-204,45,endometriosis,HMDD,36917423
921,hsa-mir-139,46,hepatoblastoma,HMDD,36917402
2280,hsa-mir-24-1,47,"carcinoma, renal cell",HMDD,36917325
2020,hsa-mir-592,19,ovarian neoplasms,HMDD,36916303
2581,hsa-mir-150,48,colonic neoplasms,HMDD,36916297
2715,hsa-mir-155,49,covid-19,HMDD,36916095
2366,hsa-mir-17,50,pneumonia,HMDD,36916086
1948,hsa-mir-23a,40,sepsis,HMDD,36916084
2745,hsa-mir-93,17,urinary bladder neoplasms,HMDD,36915886
2940,hsa-mir-296,7,"hypertension, pulmonary",HMDD,36915149
1973,hsa-mir-34a,12,osteoarthritis,HMDD,36915137
2045,hsa-mir-200c,34,prostatic neoplasms,HMDD,36915125
1988,hsa-mir-148b,51,irritable bowel syndrome,HMDD,36915121
59,hsa-mir-31,52,acute myocardial infarction,HMDD,36914604
2896,hsa-mir-619,53,pre-eclampsia,HMDD,36913151
2302,hsa-mir-429,6,uterine cervical neoplasms,HMDD,36913084
2366,hsa-mir-17,54,adenocarcinoma of lung,HMDD,36911684
693,hsa-mir-203a,16,triple negative breast neoplasms,HMDD,36911413
1988,hsa-mir-148b,16,triple negative breast neoplasms,HMDD,36911413
1168,hsa-mir-129-2,55,endometrial neoplasms,HMDD,36911384
2189,hsa-mir-16-1,56,"leukemia, lymphocytic, chronic, b-cell",HMDD,36910369
2790,hsa-mir-210,53,pre-eclampsia,HMDD,36910147
2516,hsa-mir-885,57,"carcinoma, ovarian epithelial",HMDD,36909377
2045,hsa-mir-200c,57,"carcinoma, ovarian epithelial",HMDD,36909377
714,hsa-mir-1909,57,"carcinoma, ovarian epithelial",HMDD,36909377
196,hsa-let-7d,57,"carcinoma, ovarian epithelial",HMDD,36909377
1494,hsa-mir-100,58,respiratory distress syndrome,HMDD,36909201
1188,hsa-mir-627,18,colorectal neoplasms,HMDD,36908326
954,hsa-mir-196b,19,ovarian neoplasms,HMDD,36908025
1973,hsa-mir-34a,16,triple negative breast neoplasms,HMDD,36907052
1376,hsa-mir-137,34,prostatic neoplasms,HMDD,36906874
939,hsa-mir-195,59,uterine corpus endometrial carcinoma,HMDD,36906716
242,hsa-mir-20b,10,breast neoplasms,HMDD,36905464
645,hsa-mir-182,10,breast neoplasms,HMDD,36905318
1973,hsa-mir-34a,60,colorectal adenocarcinoma,HMDD,36905274
954,hsa-mir-196b,27,glioblastoma,HMDD,36902848
939,hsa-mir-195,27,glioblastoma,HMDD,36902848
417,hsa-mir-648,27,glioblastoma,HMDD,36902848
1120,hsa-mir-767,27,glioblastoma,HMDD,36902848
1367,hsa-mir-181c,27,glioblastoma,HMDD,36902848
1872,hsa-mir-181d,27,glioblastoma,HMDD,36902848
870,hsa-mir-21,29,"carcinoma, hepatocellular",HMDD,36902024
2745,hsa-mir-93,45,endometriosis,HMDD,36901866
284,hsa-mir-143,45,endometriosis,HMDD,36901866
1737,hsa-mir-149,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
1816,hsa-mir-23b,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
2045,hsa-mir-200c,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
163,hsa-mir-499a,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
2192,hsa-mir-2053,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
445,hsa-mir-938,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
1019,hsa-mir-605,61,precursor cell lymphoblastic leukemia-lymphoma,HMDD,36901860
542,hsa-mir-483,62,pterygium,HMDD,36901760
693,hsa-mir-203a,12,osteoarthritis,HMDD,36901745
755,hsa-mir-490,29,"carcinoma, hepatocellular",HMDD,36901700
621,hsa-mir-146a,14,alzheimer disease,HMDD,36899831
2738,hsa-mir-122,63,dyslipidemias,HMDD,36899278
198,hsa-mir-510,32,nasopharyngeal carcinoma,HMDD,36899270
921,hsa-mir-139,64,esophageal neoplasms,HMDD,36899199
2516,hsa-mir-885,1,stomach neoplasms,HMDD,36898846
612,hsa-mir-424,65,osteosarcoma,HMDD,36897170
2045,hsa-mir-200c,57,"carcinoma, ovarian epithelial",HMDD,36896567
859,hsa-mir-200b,57,"carcinoma, ovarian epithelial",HMDD,36896567
2093,hsa-mir-760,12,osteoarthritis,HMDD,36894989
2366,hsa-mir-17,54,adenocarcinoma of lung,HMDD,36893940
2084,hsa-mir-125a,66,medulloblastoma,HMDD,36892621
785,hsa-mir-152,19,ovarian neoplasms,HMDD,36892495
2761,hsa-mir-494,67,intervertebral disc degeneration,HMDD,36890588
859,hsa-mir-200b,18,colorectal neoplasms,HMDD,36890211
939,hsa-mir-195,6,uterine cervical neoplasms,HMDD,36889776
974,hsa-mir-525,3,"carcinoma, non-small-cell lung",HMDD,36889771
755,hsa-mir-490,54,adenocarcinoma of lung,HMDD,36889766
303,hsa-mir-154,54,adenocarcinoma of lung,HMDD,36889558
785,hsa-mir-152,18,colorectal neoplasms,HMDD,36889174
825,hsa-mir-766,40,sepsis,HMDD,36888755
1162,hsa-mir-136,68,esophageal squamous cell carcinoma,HMDD,36884165
2715,hsa-mir-155,69,neuroinflammatory diseases,HMDD,36883849
1973,hsa-mir-34a,70,ototoxicity,HMDD,36882858
1646,hsa-mir-146b,47,"carcinoma, renal cell",HMDD,36882799
1973,hsa-mir-34a,49,covid-19,HMDD,36882006
287,hsa-mir-28,49,covid-19,HMDD,36882006
1162,hsa-mir-136,29,"carcinoma, hepatocellular",HMDD,36881359
1305,hsa-mir-147b,1,stomach neoplasms,HMDD,36880039
2366,hsa-mir-17,71,fabry disease,HMDD,36879801
1242,hsa-mir-6756,72,pancreatic ductal adenocarcinoma,HMDD,36879212
953,hsa-mir-4694,72,pancreatic ductal adenocarcinoma,HMDD,36879212
693,hsa-mir-203a,73,obsolete helicobacter pylori infectious disease,HMDD,36877445
2721,hsa-mir-29c,74,esophageal carcinoma,HMDD,36876834
1394,hsa-mir-144,3,"carcinoma, non-small-cell lung",HMDD,36876724
786,hsa-mir-211,1,stomach neoplasms,HMDD,36876422
2476,hsa-mir-26b,18,colorectal neoplasms,HMDD,36874625
586,hsa-mir-610,75,melanoma,HMDD,36874361
870,hsa-mir-21,76,atrial fibrillation,HMDD,36873400
1423,hsa-mir-221,3,"carcinoma, non-small-cell lung",HMDD,36873253
1816,hsa-mir-23b,77,pulmonary fibrosis,HMDD,36873181
355,hsa-mir-29a,37,ischemic stroke,HMDD,36872771
2476,hsa-mir-26b,78,eosinophilic esophagitis,HMDD,36872450
718,hsa-mir-142,78,eosinophilic esophagitis,HMDD,36872450
1091,hsa-let-7i,78,eosinophilic esophagitis,HMDD,36872450
2556,hsa-mir-205,78,eosinophilic esophagitis,HMDD,36872450
398,hsa-mir-27b,78,eosinophilic esophagitis,HMDD,36872450
612,hsa-mir-424,79,"infertility, male",HMDD,36871032
609,hsa-mir-5009,54,adenocarcinoma of lung,HMDD,36870548
870,hsa-mir-21,80,"brain injuries, traumatic",HMDD,36869070
1162,hsa-mir-136,55,endometrial neoplasms,HMDD,36869031
2817,hsa-mir-1271,45,endometriosis,HMDD,36868502
755,hsa-mir-490,45,endometriosis,HMDD,36868502
2154,hsa-mir-4428,54,adenocarcinoma of lung,HMDD,36867268
284,hsa-mir-143,65,osteosarcoma,HMDD,36866739
1190,hsa-mir-1246,10,breast neoplasms,HMDD,36865390
2823,hsa-mir-183,1,stomach neoplasms,HMDD,36864416
1724,hsa-mir-20a,49,covid-19,HMDD,36864077
1973,hsa-mir-34a,81,inflammation,HMDD,36863315
621,hsa-mir-146a,12,osteoarthritis,HMDD,36863142
401,hsa-mir-126,57,"carcinoma, ovarian epithelial",HMDD,36862865
754,hsa-mir-940,82,bulimia nervosa,HMDD,36862282
754,hsa-mir-940,10,breast neoplasms,HMDD,36862282
2842,hsa-mir-320c,83,cartilage diseases,HMDD,36862227
2842,hsa-mir-320c,12,osteoarthritis,HMDD,36862227
542,hsa-mir-483,18,colorectal neoplasms,HMDD,36862005
2800,hsa-mir-497,54,adenocarcinoma of lung,HMDD,36861928
1067,hsa-mir-4660,16,triple negative breast neoplasms,HMDD,36861798
922,hsa-mir-192,84,diabetic retinopathy,HMDD,36861382
284,hsa-mir-143,85,arthritis,HMDD,36861291
619,hsa-mir-1256,86,"thyroid cancer, papillary",HMDD,36861149
870,hsa-mir-21,54,adenocarcinoma of lung,HMDD,36860345
1277,hsa-mir-584,54,adenocarcinoma of lung,HMDD,36860345
2122,hsa-mir-200a,54,adenocarcinoma of lung,HMDD,36860345
2774,hsa-mir-193b,87,subarachnoid hemorrhage,HMDD,36860299
1656,hsa-mir-410,87,subarachnoid hemorrhage,HMDD,36860299
1290,hsa-mir-369,87,subarachnoid hemorrhage,HMDD,36860299
621,hsa-mir-146a,88,"plaque, atherosclerotic",HMDD,36859458
595,hsa-mir-5001,88,"plaque, atherosclerotic",HMDD,36859458
2366,hsa-mir-17,88,"plaque, atherosclerotic",HMDD,36859458
2110,hsa-mir-4739,10,breast neoplasms,HMDD,36859185
1757,hsa-mir-658,10,breast neoplasms,HMDD,36859185
2715,hsa-mir-155,89,obesity,HMDD,36859176
2715,hsa-mir-155,90,"arthritis, rheumatoid",HMDD,36858407
2410,hsa-mir-370,55,endometrial neoplasms,HMDD,36857620
2497,hsa-mir-132,18,colorectal neoplasms,HMDD,36857196
398,hsa-mir-27b,17,urinary bladder neoplasms,HMDD,36856518
2747,hsa-mir-381,17,urinary bladder neoplasms,HMDD,36856518
1813,hsa-mir-451a,17,urinary bladder neoplasms,HMDD,36856518
1528,hsa-mir-506,91,high grade ovarian neoplasms,HMDD,36856205
1563,hsa-mir-503,67,intervertebral disc degeneration,HMDD,36856108
2790,hsa-mir-210,92,fetal hypoxia,HMDD,36856073
2790,hsa-mir-210,93,uterine diseases,HMDD,36856073
2790,hsa-mir-210,94,mitochondrial diseases,HMDD,36856073
1977,hsa-mir-590,48,colonic neoplasms,HMDD,36855796
2581,hsa-mir-150,29,"carcinoma, hepatocellular",HMDD,36855431
612,hsa-mir-424,95,cholangiocarcinoma,HMDD,36854894
2281,hsa-mir-378a,18,colorectal neoplasms,HMDD,36854781
859,hsa-mir-200b,96,diabetes mellitus,HMDD,36854749
859,hsa-mir-200b,97,wounds and injuries,HMDD,36854749
870,hsa-mir-21,10,breast neoplasms,HMDD,36853410
660,hsa-mir-10b,98,"pancreatitis, chronic",HMDD,36853001
660,hsa-mir-10b,99,pancreatic carcinoma,HMDD,36853001
446,hsa-mir-485,54,adenocarcinoma of lung,HMDD,36852950
2940,hsa-mir-296,100,coronary disease,HMDD,36852944
2940,hsa-mir-296,101,coronary artery disease,HMDD,36852944
645,hsa-mir-182,3,"carcinoma, non-small-cell lung",HMDD,36852928
2697,hsa-mir-96,3,"carcinoma, non-small-cell lung",HMDD,36852928
2823,hsa-mir-183,3,"carcinoma, non-small-cell lung",HMDD,36852928
1423,hsa-mir-221,102,diabetic cardiomyopathies,HMDD,36852907
2715,hsa-mir-155,5,neuroblastoma,HMDD,36852793
2257,hsa-mir-223,5,neuroblastoma,HMDD,36852793
877,hsa-mir-613,47,"carcinoma, renal cell",HMDD,36852468
1881,hsa-mir-939,48,colonic neoplasms,HMDD,36852302
1973,hsa-mir-34a,1,stomach neoplasms,HMDD,36852074
2180,hsa-mir-541,86,"thyroid cancer, papillary",HMDD,36851875
401,hsa-mir-126,103,lymphoma,HMDD,36851429
922,hsa-mir-192,103,lymphoma,HMDD,36851429
99,hsa-mir-18b,103,lymphoma,HMDD,36851429
962,hsa-mir-372,1,stomach neoplasms,HMDD,36848481
304,hsa-mir-942,68,esophageal squamous cell carcinoma,HMDD,36848349
2115,hsa-mir-19a,77,pulmonary fibrosis,HMDD,36848313
2115,hsa-mir-19a,24,lung neoplasms,HMDD,36848313
1865,hsa-mir-27a,95,cholangiocarcinoma,HMDD,36848245
693,hsa-mir-203a,104,parkinson disease,HMDD,36848007
2476,hsa-mir-26b,104,parkinson disease,HMDD,36848007
538,hsa-mir-335,104,parkinson disease,HMDD,36848007
2995,hsa-mir-422a,105,osteoporosis,HMDD,36847916
2995,hsa-mir-422a,106,"bone diseases, metabolic",HMDD,36847916
985,hsa-mir-204,107,sciatic neuropathy,HMDD,36847717
1816,hsa-mir-23b,6,uterine cervical neoplasms,HMDD,36847693
1084,hsa-mir-545,108,"aortic aneurysm, abdominal",HMDD,36847199
718,hsa-mir-142,18,colorectal neoplasms,HMDD,36847071
785,hsa-mir-152,24,lung neoplasms,HMDD,36846943
1760,hsa-mir-133b,3,"carcinoma, non-small-cell lung",HMDD,36846934
411,hsa-mir-188,109,angelman syndrome,HMDD,36846012
1521,hsa-mir-455,12,osteoarthritis,HMDD,36845968
2142,hsa-mir-222,10,breast neoplasms,HMDD,36845963
1423,hsa-mir-221,10,breast neoplasms,HMDD,36845963
1592,hsa-mir-582,89,obesity,HMDD,36845957
1466,hsa-mir-103a-2,110,amyotrophic lateral sclerosis,HMDD,36845651
1872,hsa-mir-181d,110,amyotrophic lateral sclerosis,HMDD,36845651
2588,hsa-mir-186,3,"carcinoma, non-small-cell lung",HMDD,36845338
2022,hsa-mir-206,111,"hypertension, renal",HMDD,36845016
2556,hsa-mir-205,111,"hypertension, renal",HMDD,36845016
2106,hsa-mir-375,1,stomach neoplasms,HMDD,36844871
877,hsa-mir-613,3,"carcinoma, non-small-cell lung",HMDD,36844868
2036,hsa-mir-187,10,breast neoplasms,HMDD,36844629
1397,hsa-mir-216a,90,"arthritis, rheumatoid",HMDD,36843205
1985,hsa-mir-339,112,schizophrenia,HMDD,36842554
2957,hsa-mir-130a,113,myocardial reperfusion injury,HMDD,36841811
1528,hsa-mir-506,18,colorectal neoplasms,HMDD,36841801
460,hsa-mir-15a,1,stomach neoplasms,HMDD,36841760
1039,hsa-mir-519c,75,melanoma,HMDD,36841132
843,hsa-mir-421,34,prostatic neoplasms,HMDD,36840946
2689,hsa-mir-431,18,colorectal neoplasms,HMDD,36840697
1969,hsa-mir-450b,114,"liver failure, acute",HMDD,36840487
621,hsa-mir-146a,115,dengue,HMDD,36840403
2697,hsa-mir-96,115,dengue,HMDD,36840403
538,hsa-mir-335,116,liver injury,HMDD,36836704
2738,hsa-mir-122,117,acquired immunodeficiency syndrome,HMDD,36836631
621,hsa-mir-146a,12,osteoarthritis,HMDD,36835984
2715,hsa-mir-155,10,breast neoplasms,HMDD,36835336
870,hsa-mir-21,10,breast neoplasms,HMDD,36835336
660,hsa-mir-10b,10,breast neoplasms,HMDD,36835336
2774,hsa-mir-193b,118,hyperglycemia,HMDD,36835287
2774,hsa-mir-193b,119,metabolic-associated fatty liver disease,HMDD,36835287
787,hsa-mir-411,76,atrial fibrillation,HMDD,36835272
870,hsa-mir-21,120,"carcinoma, pancreatic ductal",HMDD,36835029
1948,hsa-mir-23a,121,"infertility, female",HMDD,36834999
870,hsa-mir-21,122,head and neck neoplasms,HMDD,36834756
870,hsa-mir-21,29,"carcinoma, hepatocellular",HMDD,36834570
284,hsa-mir-143,101,coronary artery disease,HMDD,36833398
103,hsa-let-7a-1,1,stomach neoplasms,HMDD,36833380
621,hsa-mir-146a,123,psoriasis 1,HMDD,36833372
2715,hsa-mir-155,124,crohn disease,HMDD,36833372
621,hsa-mir-146a,124,crohn disease,HMDD,36833372
2715,hsa-mir-155,123,psoriasis 1,HMDD,36833372
2257,hsa-mir-223,90,"arthritis, rheumatoid",HMDD,36833357
1737,hsa-mir-149,90,"arthritis, rheumatoid",HMDD,36833357
2715,hsa-mir-155,90,"arthritis, rheumatoid",HMDD,36833357
870,hsa-mir-21,1,stomach neoplasms,HMDD,36831939
3003,hsa-mir-425,27,glioblastoma,HMDD,36831894
870,hsa-mir-21,34,prostatic neoplasms,HMDD,36831632
1865,hsa-mir-27a,10,breast neoplasms,HMDD,36831624
1973,hsa-mir-34a,18,colorectal neoplasms,HMDD,36831485
537,hsa-mir-181b-2,125,"malformations of cortical development, group ii",HMDD,36831315
1813,hsa-mir-451a,76,atrial fibrillation,HMDD,36831306
2817,hsa-mir-1271,126,thoracic aortic   dissection,HMDD,36831107
2848,hsa-mir-675,10,breast neoplasms,HMDD,36831100
287,hsa-mir-28,127,dry eye syndromes,HMDD,36830824
1126,hsa-mir-106a,128,familial chylomicronemia syndrome,HMDD,36830652
1126,hsa-mir-106a,129,pancreatitis,HMDD,36830652
870,hsa-mir-21,129,pancreatitis,HMDD,36830652
870,hsa-mir-21,128,familial chylomicronemia syndrome,HMDD,36830652
621,hsa-mir-146a,129,pancreatitis,HMDD,36830652
621,hsa-mir-146a,128,familial chylomicronemia syndrome,HMDD,36830652
843,hsa-mir-421,130,adenocarcinoma of esophagus,HMDD,36829221
1679,hsa-mir-550a-1,130,adenocarcinoma of esophagus,HMDD,36829221
985,hsa-mir-204,131,mucocutaneous lymph node syndrome,HMDD,36829193
1114,hsa-mir-524,131,mucocutaneous lymph node syndrome,HMDD,36829193
645,hsa-mir-182,10,breast neoplasms,HMDD,36829181
838,hsa-mir-185,25,diabetic nephropathies,HMDD,36828974
2366,hsa-mir-17,3,"carcinoma, non-small-cell lung",HMDD,36827064
1619,hsa-mir-6785,18,colorectal neoplasms,HMDD,36827049
621,hsa-mir-146a,48,colonic neoplasms,HMDD,36826008
208,hsa-mir-215,48,colonic neoplasms,HMDD,36826008
355,hsa-mir-29a,48,colonic neoplasms,HMDD,36826008
827,hsa-mir-5195,19,ovarian neoplasms,HMDD,36825753
870,hsa-mir-21,10,breast neoplasms,HMDD,36825546
1985,hsa-mir-339,132,vasculitis,HMDD,36825443
2807,hsa-mir-217,133,asthma,HMDD,36824247
2516,hsa-mir-885,1,stomach neoplasms,HMDD,36824234
1068,hsa-mir-5739,134,muscular diseases,HMDD,36823980
974,hsa-mir-525,12,osteoarthritis,HMDD,36823651
921,hsa-mir-139,135,"carcinoma, cutaneous, squamous cell",HMDD,36823512
2476,hsa-mir-26b,32,nasopharyngeal carcinoma,HMDD,36820950
1084,hsa-mir-545,3,"carcinoma, non-small-cell lung",HMDD,36820067
2715,hsa-mir-155,51,irritable bowel syndrome,HMDD,36819593
870,hsa-mir-21,37,ischemic stroke,HMDD,36819547
1144,hsa-mir-548ar,37,ischemic stroke,HMDD,36819547
718,hsa-mir-142,37,ischemic stroke,HMDD,36819547
2366,hsa-mir-17,36,myocardial infarction,HMDD,36819541
1948,hsa-mir-23a,19,ovarian neoplasms,HMDD,36819499
711,hsa-mir-107,104,parkinson disease,HMDD,36818649
213,hsa-mir-379,104,parkinson disease,HMDD,36818649
618,hsa-mir-219a-2,104,parkinson disease,HMDD,36818649
1934,hsa-mir-1286,24,lung neoplasms,HMDD,36817669
645,hsa-mir-182,136,graves ophthalmopathy,HMDD,36817393
1865,hsa-mir-27a,18,colorectal neoplasms,HMDD,36816363
711,hsa-mir-107,10,breast neoplasms,HMDD,36816358
2715,hsa-mir-155,29,"carcinoma, hepatocellular",HMDD,36816357
792,hsa-mir-191,137,adenomyosis,HMDD,36815970
820,hsa-mir-519d,101,coronary artery disease,HMDD,36815956
1376,hsa-mir-137,138,"lupus erythematosus, systemic",HMDD,36815949
1973,hsa-mir-34a,3,"carcinoma, non-small-cell lung",HMDD,36815649
939,hsa-mir-195,10,breast neoplasms,HMDD,36815359
2800,hsa-mir-497,10,breast neoplasms,HMDD,36815359
1752,hsa-mir-665,54,adenocarcinoma of lung,HMDD,36815253
1351,hsa-mir-4757,24,lung neoplasms,HMDD,36814555
271,hsa-mir-141,34,prostatic neoplasms,HMDD,36814156
691,hsa-mir-361,14,alzheimer disease,HMDD,36814152
1646,hsa-mir-146b,35,squamous cell carcinoma of head and neck,HMDD,36813147
443,hsa-mir-4299,16,triple negative breast neoplasms,HMDD,36812568
2715,hsa-mir-155,40,sepsis,HMDD,36812225
1367,hsa-mir-181c,35,squamous cell carcinoma of head and neck,HMDD,36811957
1973,hsa-mir-34a,5,neuroblastoma,HMDD,36811541
1376,hsa-mir-137,5,neuroblastoma,HMDD,36811541
473,hsa-mir-125b-2,10,breast neoplasms,HMDD,36811533
1145,hsa-mir-6838,10,breast neoplasms,HMDD,36811283
2265,hsa-mir-625,29,"carcinoma, hepatocellular",HMDD,36811210
1126,hsa-mir-106a,139,laryngeal neoplasms,HMDD,36811106
1471,hsa-mir-1184,36,myocardial infarction,HMDD,36810972
985,hsa-mir-204,27,glioblastoma,HMDD,36810326
2366,hsa-mir-17,18,colorectal neoplasms,HMDD,36810285
1948,hsa-mir-23a,30,polycystic ovary syndrome,HMDD,36809792
542,hsa-mir-483,140,meningioma,HMDD,36809604
1556,hsa-mir-29b-2,58,respiratory distress syndrome,HMDD,36809070
1003,hsa-mir-3529,54,adenocarcinoma of lung,HMDD,36808485
1973,hsa-mir-34a,141,fibrosis,HMDD,36808381
493,hsa-mir-579,142,gastric adenocarcinoma,HMDD,36808302
915,hsa-mir-1249,3,"carcinoma, non-small-cell lung",HMDD,36808266
2738,hsa-mir-122,143,hepatitis c,HMDD,36807979
216,hsa-mir-1205,10,breast neoplasms,HMDD,36807271
859,hsa-mir-200b,3,"carcinoma, non-small-cell lung",HMDD,36806318
974,hsa-mir-525,12,osteoarthritis,HMDD,36806251
1394,hsa-mir-144,29,"carcinoma, hepatocellular",HMDD,36806218
2036,hsa-mir-187,144,embryo loss,HMDD,36806197
2036,hsa-mir-187,145,anovulation,HMDD,36806197
355,hsa-mir-29a,34,prostatic neoplasms,HMDD,36806086
2823,hsa-mir-183,1,stomach neoplasms,HMDD,36805538
1816,hsa-mir-23b,90,"arthritis, rheumatoid",HMDD,36805456
1521,hsa-mir-455,146,"pneumonia, mycoplasma",HMDD,36804532
1332,hsa-mir-10a,18,colorectal neoplasms,HMDD,36804476
2807,hsa-mir-217,18,colorectal neoplasms,HMDD,36804476
242,hsa-mir-20b,80,"brain injuries, traumatic",HMDD,36804284
922,hsa-mir-192,147,myelodysplastic syndromes,HMDD,36803590
922,hsa-mir-192,148,leukemia,HMDD,36803590
2715,hsa-mir-155,10,breast neoplasms,HMDD,36802524
